Point_ID,latitude,longitude,BUFF_DIST,REFERENCE_YEAR,SHRUB_HEIGHT,SHRUB_CROWN_CLOSURE,COVER_PATTERN_CODE,HERB_COVER_TYPE_CODE,HERB_COVER_PCT,HERB_COVER_PATTERN_CODE,CWD_CODE,Shape_Area
COTTONWOOD-10,52.89605303,-118.0943,300,2020,0.5,40,8,HE,45,8,M,40744.01206
COTTONWOOD-10,52.89605303,-118.0943,300,2020,0.5,15,8,HE,25,8,L,23389.18943
COTTONWOOD-10,52.89605303,-118.0943,300,2020,0.5,5,3,HE,5,3,L,4257.283113
COTTONWOOD-10,52.89605303,-118.0943,300,2020,0.3,25,3,HE,25,3,L,49761.13133
COTTONWOOD-10,52.89605303,-118.0943,300,2020,1.3,50,8,HG,35,8,L,12442.32176
COTTONWOOD-10,52.89605303,-118.0943,300,2020,0.3,5,3,HF,15,8,N,3543.780657
COTTONWOOD-2,52.89256096,-118.0968,300,2020,1.3,50,8,HG,35,8,L,1817.204325
COTTONWOOD-2,52.89256096,-118.0968,300,2020,0.3,10,3,HE,80,8,L,5969.742022
COTTONWOOD-2,52.89256096,-118.0968,300,2020,0.5,10,3,HE,5,3,L,24884.55615
COTTONWOOD-2,52.89256096,-118.0968,300,2020,1,15,8,HE,5,3,L,732.3803194
COTTONWOOD-2,52.89256096,-118.0968,300,2020,-99999,-99999,0,HE,10,3,L,36.83906585
COTTONWOOD-3,52.89321198,-118.1013,300,2020,1.5,50,3,HG,30,3,L,183.3880435
COTTONWOOD-3,52.89321198,-118.1013,300,2020,1,5,1,HF,10,7,N,3.655819313
COTTONWOOD-3,52.89321198,-118.1013,300,2020,0.3,10,3,HE,80,8,L,6018.600338
COTTONWOOD-3,52.89321198,-118.1013,300,2020,0.5,10,3,HE,5,3,L,5938.856784
COTTONWOOD-3,52.89321198,-118.1013,300,2020,-99999,-99999,0,,-99999,0,L,346.0573609
COTTONWOOD-4,52.89238201,-118.1057,300,2020,0.3,10,3,HE,80,8,L,4240.005449
COTTONWOOD-4,52.89238201,-118.1057,300,2020,1,35,8,HG,5,3,L,12158.55253
COTTONWOOD-4,52.89238201,-118.1057,300,2020,0.5,10,3,HE,15,3,L,22147.97549
COTTONWOOD-4,52.89238201,-118.1057,300,2020,1,20,8,,-99999,0,L,11992.18365
COTTONWOOD-4,52.89238201,-118.1057,300,2020,0.3,15,3,HG,80,8,N,771.269766
COTTONWOOD-5,52.89257202,-118.1102,300,2020,1,25,8,HE,5,3,L,2620.72354
COTTONWOOD-5,52.89257202,-118.1102,300,2020,1.2,10,3,,-99999,0,L,364.5088577
COTTONWOOD-5,52.89257202,-118.1102,300,2020,0.3,10,3,HE,80,8,L,16661.72073
COTTONWOOD-5,52.89257202,-118.1102,300,2020,0.5,35,8,HE,45,8,L,7835.028145
COTTONWOOD-5,52.89257202,-118.1102,300,2020,1,20,8,HE,10,3,L,27207.90576
COTTONWOOD-5,52.89257202,-118.1102,300,2020,0.5,10,3,HE,15,3,L,555.0983653
COTTONWOOD-5,52.89257202,-118.1102,300,2020,0.5,20,8,HE,15,8,L,22481.78941
COTTONWOOD-5,52.89257202,-118.1102,300,2020,0.3,15,3,HG,80,8,N,8.708077451
COTTONWOOD-6,52.89496397,-118.1122,300,2020,0.5,40,8,HE,40,8,L,8786.439522
COTTONWOOD-6,52.89496397,-118.1122,300,2020,0.5,25,8,HE,15,8,M,3164.129272
COTTONWOOD-6,52.89496397,-118.1122,300,2020,1.5,50,3,HG,30,3,L,82.68053699
COTTONWOOD-6,52.89496397,-118.1122,300,2020,0.4,30,8,HE,30,8,L,1077.89629
COTTONWOOD-6,52.89496397,-118.1122,300,2020,0.5,15,3,HE,35,8,L,6668.420055
COTTONWOOD-6,52.89496397,-118.1122,300,2020,0.5,40,8,HE,25,8,L,475.8495308
COTTONWOOD-6,52.89496397,-118.1122,300,2020,0.5,20,8,HE,10,3,L,206.4083313
COTTONWOOD-6,52.89496397,-118.1122,300,2020,1.2,10,3,,-99999,0,L,1926.066566
COTTONWOOD-7,52.89576402,-118.1166,300,2020,0.5,25,8,HE,10,3,L,6448.519348
COTTONWOOD-7,52.89576402,-118.1166,300,2020,1,35,8,HG,20,3,L,2132.768958
COTTONWOOD-7,52.89576402,-118.1166,300,2020,0.7,15,8,HG,5,3,L,5005.929597
COTTONWOOD-7,52.89576402,-118.1166,300,2020,0.8,25,8,HE,10,3,L,16604.80762
COTTONWOOD-7,52.89576402,-118.1166,300,2020,0.5,25,8,HE,15,8,M,22200.41844
COTTONWOOD-7,52.89576402,-118.1166,300,2020,1.5,50,3,HG,30,3,L,29160.06462
COTTONWOOD-7,52.89576402,-118.1166,300,2020,0.5,35,8,HE,10,3,L,22257.9303
COTTONWOOD-7,52.89576402,-118.1166,300,2020,1,20,8,HE,5,3,L,2646.807977
COTTONWOOD-7,52.89576402,-118.1166,300,2020,1,20,8,HE,5,3,L,24125.33103
COTTONWOOD-7,52.89576402,-118.1166,300,2020,0.5,40,8,HE,25,8,L,25425.37634
COTTONWOOD-7,52.89576402,-118.1166,300,2020,1.2,20,8,HE,5,3,L,9634.768093
COTTONWOOD-7,52.89576402,-118.1166,300,2020,-99999,-99999,0,,-99999,0,,1591.822918
COTTONWOOD-7,52.89576402,-118.1166,300,2020,0.4,40,8,HE,35,8,L,5793.83904
COTTONWOOD-7,52.89576402,-118.1166,300,2020,0.7,65,8,HG,5,3,L,3871.021635
COTTONWOOD-8,52.89501099,-118.1077,300,2020,0.5,40,8,HE,40,8,L,28415.54485
COTTONWOOD-8,52.89501099,-118.1077,300,2020,0.4,30,8,HE,30,8,L,51496.43138
COTTONWOOD-8,52.89501099,-118.1077,300,2020,0.5,15,3,HE,35,8,L,3669.030452
COTTONWOOD-8,52.89501099,-118.1077,300,2020,0.5,10,3,HE,25,8,L,611.3620895
COTTONWOOD-9,52.89550904,-118.0989,300,2020,0.7,20,8,HE,35,8,L,28484.56944
COTTONWOOD-9,52.89550904,-118.0989,300,2020,0.5,40,8,HE,40,8,L,15405.75072
COTTONWOOD-9,52.89550904,-118.0989,300,2020,0.5,5,3,HE,5,3,L,19620.59162
COTTONWOOD-9,52.89550904,-118.0989,300,2020,0.4,30,8,HE,30,8,L,3303.139713
COTTONWOOD-9,52.89550904,-118.0989,300,2020,0.5,10,3,HE,65,8,L,295.8590248
COTTONWOOD-9,52.89550904,-118.0989,300,2020,0.5,10,3,HE,25,8,L,5056.815782
ELYSIUM-1,52.88492396,-118.2618,300,2020,1,5,3,HE,5,3,L,31541.01322
ELYSIUM-1,52.88492396,-118.2618,300,2020,0.5,35,8,HG,10,3,L,0.45784666
ELYSIUM-1,52.88492396,-118.2618,300,2020,1.5,30,8,HE,5,3,L,23569.99469
ELYSIUM-1,52.88492396,-118.2618,300,2022,1,35,8,HE,10,3,M,66197.00107
ELYSIUM-1,52.88492396,-118.2618,300,2020,1,20,8,HE,5,3,L,21719.60474
ELYSIUM-1,52.88492396,-118.2618,300,2020,0.6,40,8,HE,5,3,L,3793.265431
ELYSIUM-1,52.88492396,-118.2618,300,2020,0.7,25,8,HE,5,3,L,4361.29224
ELYSIUM-1,52.88492396,-118.2618,300,2020,0.3,20,8,HE,15,3,L,9859.177775
ELYSIUM-1,52.88492396,-118.2618,300,2020,0.5,10,8,,-99999,0,L,14027.28374
ELYSIUM-10,52.90203058,-118.2896,300,2020,0.4,35,6,HG,20,6,L,4278.759465
ELYSIUM-10,52.90203058,-118.2896,300,2020,1,5,3,HE,5,3,L,7809.057843
ELYSIUM-10,52.90203058,-118.2896,300,2020,0.5,5,3,,-99999,0,L,3780.90705
ELYSIUM-10,52.90203058,-118.2896,300,2020,0.6,45,8,HG,15,3,L,33613.52681
ELYSIUM-10,52.90203058,-118.2896,300,2020,0.5,35,8,HE,10,3,M,13237.27294
ELYSIUM-10,52.90203058,-118.2896,300,2020,0.5,15,8,HE,5,3,L,23771.86067
ELYSIUM-10,52.90203058,-118.2896,300,2020,0.7,40,8,HE,5,3,L,66124.62887
ELYSIUM-10,52.90203058,-118.2896,300,2020,1.2,15,3,HE,5,3,L,1067.059686
ELYSIUM-10,52.90203058,-118.2896,300,2020,2,60,8,HG,5,3,L,7424.769679
ELYSIUM-10,52.90203058,-118.2896,300,2020,-99999,-99999,0,,-99999,0,L,18245.70438
ELYSIUM-10,52.90203058,-118.2896,300,2020,0.5,10,3,HE,5,3,L,3841.597392
ELYSIUM-2,52.88633061,-118.2657,300,2020,1,5,3,HE,5,3,L,25270.84879
ELYSIUM-2,52.88633061,-118.2657,300,2020,0.7,20,8,HE,5,3,L,741.8704691
ELYSIUM-2,52.88633061,-118.2657,300,2020,0.8,35,8,HE,10,3,L,5453.154364
ELYSIUM-2,52.88633061,-118.2657,300,2020,0.5,35,8,HG,10,3,L,6720.332158
ELYSIUM-2,52.88633061,-118.2657,300,2022,1,35,8,HE,10,3,M,10820.10498
ELYSIUM-2,52.88633061,-118.2657,300,2020,0.6,45,8,HE,10,3,L,4474.739017
ELYSIUM-2,52.88633061,-118.2657,300,2020,1.4,55,8,,-99999,0,L,2219.278685
ELYSIUM-2,52.88633061,-118.2657,300,2020,0.7,25,8,HE,5,3,L,7661.054542
ELYSIUM-3,52.8882395,-118.2688,300,2020,1,5,3,HE,5,3,L,8758.015221
ELYSIUM-3,52.8882395,-118.2688,300,2020,1,35,8,HE,5,3,L,129.6119312
ELYSIUM-3,52.8882395,-118.2688,300,2020,0.7,35,8,HE,5,3,L,11907.65499
ELYSIUM-3,52.8882395,-118.2688,300,2020,0.7,20,8,HE,5,3,L,17335.90377
ELYSIUM-3,52.8882395,-118.2688,300,2020,0.8,35,8,HE,10,3,L,2965.449486
ELYSIUM-3,52.8882395,-118.2688,300,2020,1.2,25,8,,-99999,0,L,357.2410801
ELYSIUM-3,52.8882395,-118.2688,300,2020,0.5,35,8,HG,10,3,L,2401.249829
ELYSIUM-3,52.8882395,-118.2688,300,2020,1,40,8,HE,5,3,L,5722.124721
ELYSIUM-3,52.8882395,-118.2688,300,2022,1,35,8,HE,10,3,M,2208.924805
ELYSIUM-3,52.8882395,-118.2688,300,2020,0.6,45,8,HE,10,3,L,13148.2742
ELYSIUM-4,52.88988026,-118.2725,300,2020,1,5,3,HE,5,3,L,1002.148569
ELYSIUM-4,52.88988026,-118.2725,300,2020,1,35,8,HE,5,3,L,8617.651685
ELYSIUM-4,52.88988026,-118.2725,300,2020,1,40,8,HE,5,3,L,15817.56104
ELYSIUM-4,52.88988026,-118.2725,300,2020,0.7,35,8,HE,5,3,L,8207.810984
ELYSIUM-4,52.88988026,-118.2725,300,2020,0.7,20,8,HE,5,3,L,501.1468557
ELYSIUM-4,52.88988026,-118.2725,300,2020,0.8,35,8,HE,10,3,L,33992.20406
ELYSIUM-4,52.88988026,-118.2725,300,2020,0.6,45,8,HE,10,3,L,1269.884741
ELYSIUM-5,52.8922199,-118.2749,300,2020,0.8,40,8,HE,5,3,L,8561.279585
ELYSIUM-5,52.8922199,-118.2749,300,2020,1,55,8,HE,5,3,L,4033.164924
ELYSIUM-5,52.8922199,-118.2749,300,2020,1,35,8,HE,5,3,L,26066.42206
ELYSIUM-5,52.8922199,-118.2749,300,2020,0.5,10,3,HG,5,3,L,7980.205037
ELYSIUM-5,52.8922199,-118.2749,300,2020,1,40,8,HE,5,3,L,16137.48074
ELYSIUM-5,52.8922199,-118.2749,300,2020,0.8,35,8,HE,10,3,L,776.2192493
ELYSIUM-6,52.89418328,-118.2779,300,2020,1,5,3,HE,5,3,L,2392.671813
ELYSIUM-6,52.89418328,-118.2779,300,2020,0.7,30,8,HE,5,3,L,13284.52166
ELYSIUM-6,52.89418328,-118.2779,300,2020,0.8,40,8,HE,5,3,L,5467.886308
ELYSIUM-6,52.89418328,-118.2779,300,2020,1,55,8,HE,5,3,L,16025.17171
ELYSIUM-6,52.89418328,-118.2779,300,2020,0.6,25,8,HE,5,3,L,2850.742773
ELYSIUM-6,52.89418328,-118.2779,300,2020,1,35,8,HE,5,3,L,532.2955784
ELYSIUM-6,52.89418328,-118.2779,300,2020,0.5,10,3,HG,5,3,L,13286.86832
ELYSIUM-6,52.89418328,-118.2779,300,2020,1,40,8,HE,5,3,L,7106.699497
ELYSIUM-7,52.89613651,-118.281,300,2020,1,5,3,HE,5,3,L,866.5420864
ELYSIUM-7,52.89613651,-118.281,300,2020,1,30,3,HE,5,3,L,18.18591092
ELYSIUM-7,52.89613651,-118.281,300,2020,0.7,30,8,HE,5,3,L,39690.43731
ELYSIUM-7,52.89613651,-118.281,300,2020,0.8,40,8,HE,5,3,L,9470.009381
ELYSIUM-7,52.89613651,-118.281,300,2020,1,55,8,HE,5,3,L,3610.529496
ELYSIUM-7,52.89613651,-118.281,300,2020,0.6,25,8,HE,5,3,L,9223.177328
ELYSIUM-8,52.8973342,-118.285,300,2020,1,5,3,HE,5,3,L,3906.945915
ELYSIUM-8,52.8973342,-118.285,300,2020,1,30,3,HE,5,3,L,771.8519841
ELYSIUM-8,52.8973342,-118.285,300,2020,0.5,25,8,HE,15,3,L,14405.34195
ELYSIUM-8,52.8973342,-118.285,300,2020,0.5,15,8,HE,5,3,L,14116.63441
ELYSIUM-8,52.8973342,-118.285,300,2020,0.8,40,8,HE,5,3,L,16134.16434
ELYSIUM-8,52.8973342,-118.285,300,2020,0.5,15,3,HE,10,3,L,2206.874593
ELYSIUM-8,52.8973342,-118.285,300,2020,0.6,25,8,HE,5,3,L,12638.49142
ELYSIUM-9,52.89926799,-118.2882,300,2020,0.5,10,3,HE,5,3,L,12645.8166
ELYSIUM-9,52.89926799,-118.2882,300,2020,0.5,25,8,HE,15,3,L,62250.38107
FIDDLE-1,53.03090385,-117.5446,300,2020,1,30,8,HE,25,3,N,20828.26956
FIDDLE-1,53.03090385,-117.5446,300,2020,-99999,-99999,0,,-99999,0,,7813.414049
FIDDLE-1,53.03090385,-117.5446,300,2020,1,35,8,,-99999,0,N,20885.30223
FIDDLE-1,53.03090385,-117.5446,300,2020,1,25,8,HE,15,3,N,43877.94213
FIDDLE-1,53.03090385,-117.5446,300,2020,0.3,35,8,HE,30,8,N,5964.607312
FIDDLE-1,53.03090385,-117.5446,300,2021,0.5,30,8,,-99999,0,N,5530.642271
FIDDLE-1,53.03090385,-117.5446,300,2020,1.5,2,2,HE,5,3,N,16461.67342
FIDDLE-1,53.03090385,-117.5446,300,2020,1,30,6,,-99999,0,N,24721.39923
FIDDLE-1,53.03090385,-117.5446,300,2020,3.5,10,3,HE,40,8,N,15396.26186
FIDDLE-10,53.02978344,-117.5114,300,2020,-99999,-99999,0,,-99999,0,,8873.100554
FIDDLE-10,53.02978344,-117.5114,300,2020,0.5,10,3,HE,80,8,,55377.18772
FIDDLE-10,53.02978344,-117.5114,300,2020,0.3,20,6,HE,70,8,,73372.61216
FIDDLE-10,53.02978344,-117.5114,300,2020,-99999,-99999,0,,-99999,0,,5812.276078
FIDDLE-10,53.02978344,-117.5114,300,2020,1,3,3,HE,25,3,,13039.64227
FIDDLE-10,53.02978344,-117.5114,300,2020,-99999,-99999,0,HE,60,6,,8915.027075
FIDDLE-2,53.03337065,-117.5438,300,2020,0.5,20,6,HE,25,8,N,9181.491902
FIDDLE-2,53.03337065,-117.5438,300,2020,0.5,20,6,,-99999,0,N,10181.33923
FIDDLE-2,53.03337065,-117.5438,300,2020,0.3,10,3,HE,40,8,N,3837.574246
FIDDLE-2,53.03337065,-117.5438,300,2020,0.4,25,8,HE,40,8,N,6022.216023
FIDDLE-2,53.03337065,-117.5438,300,2020,1,30,8,HE,25,3,N,9228.15563
FIDDLE-2,53.03337065,-117.5438,300,2020,-99999,-99999,0,,-99999,0,,4757.419607
FIDDLE-3,53.03512565,-117.5414,300,2021,0.4,35,8,,-99999,0,N,7944.038759
FIDDLE-3,53.03512565,-117.5414,300,2020,0.5,20,6,HE,25,8,N,49952.32799
FIDDLE-3,53.03512565,-117.5414,300,2020,0.5,20,6,,-99999,0,N,7629.976953
FIDDLE-3,53.03512565,-117.5414,300,2020,0.3,20,6,HE,40,8,N,120.1908796
FIDDLE-4,53.03482281,-117.5368,300,2020,0.5,20,6,HE,25,8,N,3903.398737
FIDDLE-4,53.03482281,-117.5368,300,2020,0.5,10,3,HE,30,8,N,4279.63045
FIDDLE-4,53.03482281,-117.5368,300,2020,0.3,20,6,HE,40,8,N,4049.171256
FIDDLE-4,53.03482281,-117.5368,300,2020,0.3,5,3,HE,80,8,,959.4233456
FIDDLE-4,53.03482281,-117.5368,300,2020,-99999,-99999,0,HE,5,3,,5514.400521
FIDDLE-4,53.03482281,-117.5368,300,2020,-99999,-99999,0,,-99999,0,,40396.29603
FIDDLE-5,53.03556888,-117.5328,300,2020,-99999,-99999,0,HE,30,8,N,18210.98491
FIDDLE-5,53.03556888,-117.5328,300,2020,0.4,20,6,HE,25,6,N,9523.546775
FIDDLE-5,53.03556888,-117.5328,300,2020,0.5,20,3,HE,50,8,L,4439.95862
FIDDLE-5,53.03556888,-117.5328,300,2020,0.5,10,3,HE,30,8,N,1352.995249
FIDDLE-5,53.03556888,-117.5328,300,2020,0.3,20,6,HE,40,8,N,7447.428688
FIDDLE-5,53.03556888,-117.5328,300,2020,0.4,20,3,HE,60,8,N,715.4351793
FIDDLE-5,53.03556888,-117.5328,300,2020,-99999,-99999,0,HE,5,3,,3504.813321
FIDDLE-5,53.03556888,-117.5328,300,2020,-99999,-99999,0,,-99999,0,,5448.444972
FIDDLE-6,53.03525498,-117.5286,300,2020,0.5,20,8,HE,35,8,N,18793.28614
FIDDLE-6,53.03525498,-117.5286,300,2020,0.4,20,6,HE,25,6,N,5782.123622
FIDDLE-6,53.03525498,-117.5286,300,2020,0.5,20,3,HE,50,8,L,2074.401686
FIDDLE-6,53.03525498,-117.5286,300,2020,0.4,25,6,HE,60,8,N,21518.22423
FIDDLE-6,53.03525498,-117.5286,300,2020,0.4,20,3,HE,60,8,N,4528.685487
FIDDLE-6,53.03525498,-117.5286,300,2020,0.3,5,3,HE,50,6,,3813.488094
FIDDLE-6,53.03525498,-117.5286,300,2020,-99999,-99999,0,HE,5,3,,16039.55705
FIDDLE-6,53.03525498,-117.5286,300,2020,0.3,20,6,HE,70,8,,1119.353073
FIDDLE-6,53.03525498,-117.5286,300,2020,-99999,-99999,0,,-99999,0,,5881.278363
FIDDLE-7,53.03396367,-117.5238,300,2020,0.4,25,6,HE,60,8,N,32807.09295
FIDDLE-7,53.03396367,-117.5238,300,2020,0.5,10,3,HE,80,8,,8107.731099
FIDDLE-7,53.03396367,-117.5238,300,2020,0.3,5,3,HE,50,6,,3469.86836
FIDDLE-7,53.03396367,-117.5238,300,2020,2,55,8,HE,20,3,,6359.805416
FIDDLE-7,53.03396367,-117.5238,300,2020,-99999,-99999,0,HE,5,3,,26003.31965
FIDDLE-7,53.03396367,-117.5238,300,2020,0.3,20,6,HE,70,8,,13928.5667
FIDDLE-7,53.03396367,-117.5238,300,2020,-99999,-99999,0,,-99999,0,,1678.971236
FIDDLE-8,53.03259691,-117.5198,300,2020,0.4,25,6,HE,60,8,N,3065.155073
FIDDLE-8,53.03259691,-117.5198,300,2020,0.5,10,3,HE,80,8,,49548.34459
FIDDLE-8,53.03259691,-117.5198,300,2020,2,55,8,HE,20,3,,7582.198738
FIDDLE-8,53.03259691,-117.5198,300,2020,-99999,-99999,0,HE,5,3,,12682.37601
FIDDLE-8,53.03259691,-117.5198,300,2020,0.3,20,6,HE,70,8,,21865.86499
FIDDLE-8,53.03259691,-117.5198,300,2020,-99999,-99999,0,HE,75,8,,858.2121964
FIDDLE-9,53.03084568,-117.5153,300,2020,0.5,10,3,HE,80,8,,29123.40801
FIDDLE-9,53.03084568,-117.5153,300,2020,2,55,8,HE,20,3,,12752.22109
FIDDLE-9,53.03084568,-117.5153,300,2020,0.4,30,6,HE,65,6,,10121.23994
FIDDLE-9,53.03084568,-117.5153,300,2020,-99999,-99999,0,HE,5,3,,607.8921301
FIDDLE-9,53.03084568,-117.5153,300,2020,0.3,20,6,HE,70,8,,31887.83651
MAJESTIC-1,52.74993315,-118.2654,300,2020,0.5,37,8,HE,28,8,N,7425.681034
MAJESTIC-1,52.74993315,-118.2654,300,2020,0.9,30,6,,-99999,0,N,3077.179056
MAJESTIC-1,52.74993315,-118.2654,300,2020,-99999,-99999,0,HE,3,1,,41975.28593
MAJESTIC-1,52.74993315,-118.2654,300,2020,0.5,50,9,,-99999,0,L,9518.329555
MAJESTIC-1,52.74993315,-118.2654,300,2020,0.6,60,9,HE,20,8,L,22431.28285
MAJESTIC-1,52.74993315,-118.2654,300,2020,0.6,55,8,HE,20,8,L,83057.79576
MAJESTIC-1,52.74993315,-118.2654,300,2020,0.6,80,9,HE,10,3,L,10152.95995
MAJESTIC-10,52.73883451,-118.236,300,2020,0.4,15,3,HE,50,8,,19597.3074
