Point_ID,latitude,longitude,BUFF_DIST,REFERENCE_YEAR,LANDCOVER_CODE_1,LANDCOVER_CODE_2,LANDCOVER_CODE_3,LANDCOVER_PCT_1,LANDCOVER_PCT_2,LANDCOVER_PCT_3,VEGETATION_DENSITY,Shape_Area
FIDDLE-1,53.03090385,-117.5446,150,2020,Tree Coniferous,,,100,0,0,Open,27221.56512
FIDDLE-1,53.03090385,-117.5446,150,2020,Exposed Soil,,,100,0,0,Sparse,776.0845089
FIDDLE-10,53.02978344,-117.5114,150,2020,Herbaceous Mixed,,,100,0,0,Dense,41177.33022
FIDDLE-10,53.02978344,-117.5114,150,2020,Shrub Low,,,100,0,0,Dense,15964.1558
FIDDLE-10,53.02978344,-117.5114,150,2020,Snow Cover,Herbaceous Mixed,,65,35,0,Sparse,10892.5539
FIDDLE-10,53.02978344,-117.5114,150,2020,Herbaceous Mixed,,,100,0,0,Open,1891.454675
FIDDLE-2,53.03337065,-117.5438,150,2020,Tree Coniferous,,,100,0,0,Open,27022.47334
FIDDLE-2,53.03337065,-117.5438,150,2020,Tree Coniferous,,,100,0,0,Open,7734.646467
FIDDLE-2,53.03337065,-117.5438,150,2020,Herbaceous Mixed,,,100,0,0,Dense,4955.728514
FIDDLE-2,53.03337065,-117.5438,150,2020,Tree Coniferous,,,100,0,0,Sparse,7026.773579
FIDDLE-2,53.03337065,-117.5438,150,2020,Tree Coniferous,Shrub Low,,90,10,0,Open,17324.5564
FIDDLE-3,53.03512565,-117.5414,150,2020,Tree Coniferous,,,100,0,0,Open,43447.35364
FIDDLE-3,53.03512565,-117.5414,150,2020,Tree Coniferous,,,100,0,0,Open,4591.341528
FIDDLE-3,53.03512565,-117.5414,150,2020,Tree Coniferous,,,100,0,0,Open,14549.88928
FIDDLE-3,53.03512565,-117.5414,150,2020,Herbaceous Mixed,,,100,0,0,Dense,2963.55169
FIDDLE-4,53.03482281,-117.5368,150,2020,Tree Coniferous,,,100,0,0,Open,25422.86643
FIDDLE-4,53.03482281,-117.5368,150,2020,Tree Coniferous,,,100,0,0,Sparse,4968.253148
FIDDLE-4,53.03482281,-117.5368,150,2020,Herbaceous Mixed,,,100,0,0,Dense,25018.58386
FIDDLE-4,53.03482281,-117.5368,150,2020,Talus,,,100,0,0,Sparse,13131.20806
FIDDLE-4,53.03482281,-117.5368,150,2020,Bedrock,,,100,0,0,,781.2442914
FIDDLE-5,53.03556888,-117.5328,150,2020,Tree Coniferous,,,100,0,0,Open,53.63783876
FIDDLE-5,53.03556888,-117.5328,150,2020,Tree Coniferous,,,100,0,0,Open,2037.712492
FIDDLE-5,53.03556888,-117.5328,150,2020,Tree Coniferous,,,100,0,0,Open,13570.35265
FIDDLE-5,53.03556888,-117.5328,150,2020,Tree Coniferous,,,100,0,0,Sparse,21.87408948
FIDDLE-5,53.03556888,-117.5328,150,2020,Tree Coniferous,,,100,0,0,Sparse,39798.55907
FIDDLE-5,53.03556888,-117.5328,150,2020,Herbaceous Mixed,,,100,0,0,Dense,7776.36144
FIDDLE-5,53.03556888,-117.5328,150,2020,Herbaceous Mixed,,,100,0,0,Open,1758.5298
FIDDLE-5,53.03556888,-117.5328,150,2020,Talus,,,100,0,0,Sparse,3248.48652
FIDDLE-6,53.03525498,-117.5286,150,2020,Tree Coniferous,,,100,0,0,Open,1295.148464
FIDDLE-6,53.03525498,-117.5286,150,2020,Tree Coniferous,,,100,0,0,Sparse,15630.2644
FIDDLE-6,53.03525498,-117.5286,150,2020,Tree Coniferous,,,100,0,0,Sparse,23684.18991
FIDDLE-6,53.03525498,-117.5286,150,2020,Herbaceous Mixed,,,100,0,0,Open,21896.9729
FIDDLE-6,53.03525498,-117.5286,150,2020,Shrub Tall,,,100,0,0,Open,327.0106489
FIDDLE-6,53.03525498,-117.5286,150,2020,Talus,,,100,0,0,Sparse,2421.977579
FIDDLE-6,53.03525498,-117.5286,150,2020,Shrub Low,,,100,0,0,Dense,4373.02517
FIDDLE-7,53.03396367,-117.5238,150,2020,Tree Coniferous,,,100,0,0,Sparse,1193.063716
FIDDLE-7,53.03396367,-117.5238,150,2020,Herbaceous Mixed,,,100,0,0,Dense,4047.853462
FIDDLE-7,53.03396367,-117.5238,150,2020,Herbaceous Mixed,,,100,0,0,Open,11838.30266
FIDDLE-7,53.03396367,-117.5238,150,2020,Shrub Tall,,,100,0,0,Open,25196.20408
FIDDLE-7,53.03396367,-117.5238,150,2020,Talus,,,100,0,0,Sparse,2.231382297
FIDDLE-7,53.03396367,-117.5238,150,2020,Shrub Low,,,100,0,0,Dense,28356.47809
FIDDLE-7,53.03396367,-117.5238,150,2020,Herbaceous Mixed,,,100,0,0,Dense,51.15708343
FIDDLE-8,53.03259691,-117.5198,150,2020,Herbaceous Mixed,,,100,0,0,Dense,37928.0901
FIDDLE-8,53.03259691,-117.5198,150,2020,Shrub Tall,,,100,0,0,Open,16152.55533
FIDDLE-8,53.03259691,-117.5198,150,2020,Shrub Low,,,100,0,0,Dense,2486.856111
FIDDLE-8,53.03259691,-117.5198,150,2020,Herbaceous Mixed,,,100,0,0,Dense,14117.85847
FIDDLE-9,53.03084568,-117.5153,150,2020,Herbaceous Mixed,,,100,0,0,Dense,53912.71261
FIDDLE-9,53.03084568,-117.5153,150,2020,Shrub Tall,,,100,0,0,Open,16012.77194
MAJESTIC-1,52.74993315,-118.2654,150,2020,Shrub Low,,,100,0,0,Open,22975.55805
MAJESTIC-1,52.74993315,-118.2654,150,2020,Talus,,,100,0,0,,16456.61104
MAJESTIC-1,52.74993315,-118.2654,150,2020,Tree Coniferous,,,100,0,0,Open,498.7082407
MAJESTIC-1,52.74993315,-118.2654,150,2020,Tree Coniferous,,,100,0,0,Sparse,30754.45823
MAJESTIC-10,52.73883451,-118.236,150,2020,Shrub Low,,,100,0,0,Open,70685.83471
MAJESTIC-2,52.7473159,-118.2638,150,2020,Shrub Low,,,100,0,0,Open,51153.73162
MAJESTIC-2,52.7473159,-118.2638,150,2020,Tree Coniferous,,,100,0,0,Open,14154.36011
MAJESTIC-2,52.7473159,-118.2638,150,2020,Shrub Low,Bedrock,,90,10,0,Open,5377.437549
MAJESTIC-3,52.74441962,-118.2622,150,2020,Shrub Low,,,100,0,0,Open,57859.83116
MAJESTIC-3,52.74441962,-118.2622,150,2020,Shrub Low,Bedrock,,90,10,0,Open,5820.524942
MAJESTIC-3,52.74441962,-118.2622,150,2020,Tree Coniferous,Shrub Low,,85,15,0,Sparse,7005.075323
MAJESTIC-4,52.7418069,-118.2602,150,2020,Shrub Low,,,100,0,0,Open,20550.1306
MAJESTIC-4,52.7418069,-118.2602,150,2020,Tree Coniferous,Shrub Low,,85,15,0,Sparse,106.1534792
MAJESTIC-4,52.7418069,-118.2602,150,2020,Tree Coniferous,,,100,0,0,Sparse,22440.64992
MAJESTIC-4,52.7418069,-118.2602,150,2020,Tree Coniferous,Shrub Low,,85,15,0,Sparse,23566.06617
MAJESTIC-4,52.7418069,-118.2602,150,2020,Shrub Low,,,100,0,0,Open,4022.117169
MAJESTIC-5,52.73915847,-118.2581,150,2020,Tree Coniferous,,,100,0,0,Sparse,11635.98909
MAJESTIC-5,52.73915847,-118.2581,150,2020,Shrub Low,,,100,0,0,Open,28538.54963
MAJESTIC-5,52.73915847,-118.2581,150,2020,Tree Coniferous,,,100,0,0,Open,28062.46425
MAJESTIC-5,52.73915847,-118.2581,150,2020,Tree Coniferous,Herbaceous Graminoid,,70,30,0,Sparse,2448.242398
MAJESTIC-6,52.73740196,-118.2534,150,2020,Tree Coniferous,,,100,0,0,Sparse,15582.05089
MAJESTIC-6,52.73740196,-118.2534,150,2020,Shrub Low,,,100,0,0,Open,24427.98723
MAJESTIC-6,52.73740196,-118.2534,150,2020,Tree Coniferous,,,100,0,0,Open,5630.965586
MAJESTIC-6,52.73740196,-118.2534,150,2020,Tree Coniferous,,,100,0,0,Sparse,25044.32727
MAJESTIC-7,52.73672135,-118.2489,150,2020,Shrub Low,,,100,0,0,Open,49.17431492
MAJESTIC-7,52.73672135,-118.2489,150,2020,Shrub Low,,,100,0,0,Open,10859.44892
MAJESTIC-7,52.73672135,-118.2489,150,2020,Tree Coniferous,,,100,0,0,Sparse,14460.60877
MAJESTIC-7,52.73672135,-118.2489,150,2020,Tree Coniferous,,,100,0,0,Sparse,45316.299
MAJESTIC-8,52.73641842,-118.2443,150,2020,Shrub Low,,,100,0,0,Open,15237.4311
MAJESTIC-8,52.73641842,-118.2443,150,2020,Tree Coniferous,,,100,0,0,Sparse,8836.009175
MAJESTIC-8,52.73641842,-118.2443,150,2020,Shrub Low,,,100,0,0,Open,21070.10088
MAJESTIC-8,52.73641842,-118.2443,150,2020,Tree Coniferous,,,100,0,0,Sparse,14716.61707
MAJESTIC-9,52.73723206,-118.2413,150,2020,Shrub Low,,,100,0,0,Open,43890.06917
MAJESTIC-9,52.73723206,-118.2413,150,2020,Tree Coniferous,,,100,0,0,Sparse,1902.454157
MAJESTIC-9,52.73723206,-118.2413,150,2020,Shrub Low,,,100,0,0,Open,14067.65231
MUSHROOM-1,53.06593702,-118.0644,150,2020,Herbaceous Mixed,Road Surface,,60,40,0,Open,8635.868623
MUSHROOM-1,53.06593702,-118.0644,150,2020,Tree Coniferous,,,100,0,0,Open,461.1996873
MUSHROOM-1,53.06593702,-118.0644,150,2020,Tree Coniferous,,,100,0,0,Open,2763.771621
MUSHROOM-1,53.06593702,-118.0644,150,2020,Tree Coniferous,,,100,0,0,Open,540.1040677
MUSHROOM-1,53.06593702,-118.0644,150,2020,Tree Coniferous,,,100,0,0,Open,4416.048084
MUSHROOM-1,53.06593702,-118.0644,150,2020,Tree Coniferous,,,100,0,0,Open,45190.1812
MUSHROOM-1,53.06593702,-118.0644,150,2020,Shrub Tall,,,100,0,0,Dense,7457.777052
MUSHROOM-1,53.06593702,-118.0644,150,2020,Tree Coniferous,,,100,0,0,Open,1220.223587
MUSHROOM-2,53.06382302,-118.0674,150,2020,Herbaceous Mixed,Road Surface,,60,40,0,Open,709.4331303
MUSHROOM-2,53.06382302,-118.0674,150,2020,Tree Coniferous,,,100,0,0,Open,3174.251899
MUSHROOM-2,53.06382302,-118.0674,150,2020,Shrub Tall,,,100,0,0,Dense,43389.5847
MUSHROOM-2,53.06382302,-118.0674,150,2020,Herbaceous Graminoid,,,100,0,0,Dense,23411.84558
MUSHROOM-3,53.06123796,-118.0693,150,2020,Shrub Tall,,,100,0,0,Dense,42371.67386
MUSHROOM-3,53.06123796,-118.0693,150,2020,Tree Coniferous,,,100,0,0,Open,1087.182646
MUSHROOM-3,53.06123796,-118.0693,150,2020,Herbaceous Graminoid,,,100,0,0,Dense,27226.28903
MUSHROOM-4,53.05912899,-118.0724,150,2020,Shrub Tall,,,100,0,0,Dense,3991.784113
MUSHROOM-4,53.05912899,-118.0724,150,2020,Tree Coniferous,,,100,0,0,Open,47353.38357
MUSHROOM-4,53.05912899,-118.0724,150,2020,Shrub Tall,,,100,0,0,Dense,3572.194337
MUSHROOM-4,53.05912899,-118.0724,150,2020,Herbaceous Forb,,,100,0,0,Dense,425.6506031
